"CCLE_19Q4_gene_symbol","HGNC_ID","HGNC_approved_symbol","HGNC_alias_symbols","HGNC_previous_symbols"
"LY6G5C","HGNC:13932","LY6G5C","G5c|NG33","C6orf20"
"CSNK2B","HGNC:2460","CSNK2B","Ckb1|Ckb2",""
"GPANK1","HGNC:13920","GPANK1","G5|D6S54E|GPATCH10|ANKRD59","BAT4"
"C6orf47","HGNC:19076","C6orf47","D6S53E|G4",""
"FAM155A","HGNC:33877","NALF1","NLF-1","FAM155A"
"APOM","HGNC:13916","APOM","G3a|NG20|Apo-M",""
"TRIM49C","HGNC:38877","TRIM49C","","TRIM49L2"
"TRIM64","HGNC:14663","TRIM64","TRIM64A","C11orf28"
"BAG6","HGNC:13919","BAG6","G3|D6S52E|Scythe","BAT3"
"PRRC2A","HGNC:13918","PRRC2A","G2|D6S51E","BAT2"
"AIF1","HGNC:352","AIF1","IRT-1|AIF-1|Em:AF129756.17|IBA1",""
"NCR3","HGNC:19077","NCR3","1C7|NKp30|CD337","LY117"
"PRAMEF20","HGNC:25224","PRAMEF20","OTTHUMG00000007911|OTTHUMT00000008157","PRAMEF21"
"PRAMEF17","HGNC:29485","PRAMEF17","OTTHUMG00000007909",""
"PRAMEF19","HGNC:24908","PRAMEF19","OTTHUMG00000007919",""
"PRAMEF14","HGNC:13576","PRAMEF14","OTTHUMG00000007916",""
"LST1","HGNC:14189","LST1","LST-1|B144|D6S49E",""
"NFKBIL1","HGNC:7800","NFKBIL1","IKBL","NFKBIL"
"PRAMEF15","HGNC:26764","PRAMEF15","OTTHUMG00000007921",""
"PRAMEF9","HGNC:27996","PRAMEF9","",""
"PRAMEF7","HGNC:28415","PRAMEF7","",""
"MCCD1","HGNC:20668","MCCD1","",""
"ZNF814","HGNC:33258","ZNF814","",""
"MICB","HGNC:7091","MICB","PERB11.2",""
"AADACL4","HGNC:32038","AADACL4","OTTHUMG00000001889",""
"ZNF551","HGNC:25108","ZNF551","DKFZp686H1038",""
"MICA","HGNC:7090","MICA","PERB11.1",""
"ZNF805","HGNC:23272","ZNF805","",""
"HLA.C","HGNC:4933","HLA-C","","HLA-JY3|D6S204|PSORS1"
"POU5F1","HGNC:9221","POU5F1","OCT3|Oct4|MGC22487|OCT-4|Oct3/4","OTF3"
"ZSCAN5C","HGNC:34294","ZSCAN5C","ZNF495C","ZSCAN5CP"
"CCHCR1","HGNC:13930","CCHCR1","HCR","C6orf18"
"PSORS1C2","HGNC:17199","PSORS1C2","SPR1","C6orf17"
"CDSN","HGNC:1802","CDSN","D6S586E",""
"PSORS1C1","HGNC:17202","PSORS1C1","SEEK1","C6orf16"
"C6orf15","HGNC:13927","C6orf15","STG",""
"MUC21","HGNC:21661","MUC21","bCX31G15.2","C6orf205"
"DEFB121","HGNC:18101","DEFB121","DEFB-21",""
"DHX16","HGNC:2739","DHX16","DBP2|Prp2|PRPF2","DDX16"
"C6orf136","HGNC:21301","C6orf136","Em:AB023049.8",""
"MRPS18B","HGNC:14516","MRPS18B","MRPS18-2|PTD017|C6orf14|HSPC183",""
"PPP1R10","HGNC:9284","PPP1R10","PNUTS|FB19|CAT53|p99",""
"KRTAP5.11","HGNC:23606","KRTAP5-11","KRTAP5.11|KRTAP5-6",""
"KRTAP5.10","HGNC:23605","KRTAP5-10","KRTAP5.10",""
"ABCF1","HGNC:70","ABCF1","EST123147","ABC50"
"PRR3","HGNC:21149","PRR3","CAT56|Em:AB014077.1|Em:AB023052.2",""
"LILRB3","HGNC:6607","LILRB3","LIR-3|HL9|ILT5|LIR3|CD85a|PIRB|PIR-B",""
"DDR1","HGNC:2730","DDR1","RTK6|CD167","NTRK4|PTK3A|NEP|CAK|EDDR1"
"LRCOL1","HGNC:44160","LRCOL1","",""
"GNL1","HGNC:4413","GNL1","HSR1",""
"HLA.E","HGNC:4962","HLA-E","",""
"DPRX","HGNC:32166","DPRX","",""
"TRIM39","HGNC:10065","TRIM39","","RNF23"
"ZNF468","HGNC:33105","ZNF468","",""
"TRIM15","HGNC:16284","TRIM15","ZNFB7|RNF93","ZNF178"
"ZNF616","HGNC:28062","ZNF616","MGC45556",""
"FOXB2","HGNC:23315","FOXB2","bA159H20.4",""
"TRIM10","HGNC:10072","TRIM10","RFB30|HERF1","RNF9"
"TRIM40","HGNC:18736","TRIM40","RNF35",""
"TRIM31","HGNC:16289","TRIM31","RNF|HCGI|C6orf13|HCG1",""
"RNF39","HGNC:18064","RNF39","HZFw1|LIRF|FAP216",""
"PPP1R11","HGNC:9285","PPP1R11","HCGV|Tctex5|HCG-V|CFAP255","TCTE5"
"DISP3","HGNC:29251","DISP3","KIAA1337","PTCHD2"
"RACK1","HGNC:4399","RACK1","Gnb2-rs1|H12.3","GNB2L1"
"HLA.G","HGNC:4964","HLA-G","",""
"TBC1D8","HGNC:17791","TBC1D8","HBLP1|VRP|AD3|GRAMD8",""
"NMS","HGNC:32203","NMS","",""
"HLA.F","HGNC:4963","HLA-F","",""
"ZFP57","HGNC:18791","ZFP57","ZNF698|bA145L22|bA145L22.2","C6orf40"
"ASPDH","HGNC:33856","ASPDH","",""
"MOG","HGNC:7197","MOG","BTN6|BTNL11",""
"OR2H2","HGNC:8253","OR2H2","hs6M1-12",""
"CBY3","HGNC:33278","CBY3","",""
"C5orf60","HGNC:27753","C5orf60","",""
"C9orf57","HGNC:27037","C9orf57","",""
"IL31","HGNC:19372","IL31","IL-31",""
"AKT1S1","HGNC:28426","AKT1S1","PRAS40|MGC2865|Lobe",""
"FAM153C","HGNC:33936","FAM153CP","NY-REN-7-like","FAM153C"
"GABBR1","HGNC:4070","GABBR1","hGB1a|GPRC3A",""
"CASC10","HGNC:31448","MIR1915HG","bA418C1.3","C10orf114|CASC10"
"C10orf113","HGNC:16932","NEBL","LASP2|LNEBL|bA165O3.1","C10orf113"
"MAS1L","HGNC:13961","MAS1L","MAS-L|MRG|dJ994E9.2",""
"OR2H1","HGNC:8252","OR2H1","OR6-2","OR2H6|OR2H8"
"OR11A1","HGNC:8176","OR11A1","hs6M1-18","OR11A2"
"OR14J1","HGNC:13971","OR14J1","hs6M1-28","OR5U1"
"OR2J2","HGNC:8260","OR2J2","OR6-8|hs6M1-6|dJ80I19.4",""
"OR2J3","HGNC:8261","OR2J3","OR6-6",""
"OR2J1","HGNC:8259","OR2J1","OR6-5|hs6M1-4|dJ80I19.2","OR2J1P"
"OR2B3","HGNC:8238","OR2B3","OR6-4","OR2B3P"
"OR2W1","HGNC:8281","OR2W1","hs6M1-15",""
"SPDYC","HGNC:32681","SPDYC","Ringo2",""
"C9orf135","HGNC:31422","CFAP95","","C9orf135"
"TRIM27","HGNC:9975","TRIM27","RNF76","RFP"
"MALRD1","HGNC:24331","MALRD1","bA265G8.2|Diet1","C10orf112"
"RANBP17","HGNC:14428","RANBP17","",""
"INSYN2B","HGNC:37271","INSYN2B","","C5orf57|FAM196B"
"FOXD4L5","HGNC:18522","FOXD4L5","bA15J10.2|OTTHUMG00000013332",""
"TTC25","HGNC:25280","ODAD4","DKFZP434H0115","TTC25"
"MRPL53","HGNC:16684","MRPL53","",""
"MROH6","HGNC:27814","MROH6","","C8orf73"
"ATXN2","HGNC:10555","ATXN2","ATX2","SCA2|TNRC13"
"DCTN1","HGNC:2711","DCTN1","",""
"SPATA31A1","HGNC:23394","SPATA31A1","DKFZP434B204|C9orf36A","C9orf36|FAM75A1|SPATA31A2|FAM75A2"
"PNMA8B","HGNC:29206","PNMA8B","KIAA1183","PNMAL2"
"TCTN1","HGNC:26113","TCTN1","FLJ21127|TECT1|JBTS13",""
"FAM216A","HGNC:30180","FAM216A","HSU79274","C12orf24"
"ZBTB48","HGNC:4930","ZBTB48","ZNF855|TZAP","HKR3"
"IGFL2","HGNC:32929","IGFL2","UNQ645",""
"IGFL4","HGNC:32931","IGFL4","",""
"NAT8B","HGNC:30235","NAT8B","Hcml2|NAT8BP|CML2",""
"KRTAP9.3","HGNC:16927","KRTAP9-3","KAP9.3",""
"KRTAP4.8","HGNC:17230","KRTAP4-8","KAP4.8",""
"GPR20","HGNC:4475","GPR20","",""
"KRTAP1.4","HGNC:18904","KRTAP1-4","KAP1.4",""
"KRT40","HGNC:26707","KRT40","FLJ36600|KA36",""
"KRT25","HGNC:30839","KRT25","","KRT25A"
"MZT1","HGNC:33830","MZT1","LOC440145|FLJ21869|MGC150539|RP11-11C5.2|MOZART1","C13orf37"
"SPINK9","HGNC:32951","SPINK9","",""
"LRRC3C","HGNC:40034","LRRC3C","",""
"PRR20B","HGNC:37220","PRR20B","",""
"PRR20A","HGNC:24754","PRR20A","FLJ40296","PRR20"
"ZNF155","HGNC:12940","ZNF155","pHZ-96",""
"UQCC3","HGNC:34399","UQCC3","UNQ655","C11orf83"
"FBXO48","HGNC:33857","FBXO48","",""
"GRXCR2","HGNC:33862","GRXCR2","DFNB101",""
"FAM221B","HGNC:30762","FAM221B","","C9orf128"
"CD177","HGNC:30072","CD177","PRV1|HNA2A|NB1",""
"PSG5","HGNC:9522","PSG5","FL-NCA-3|PSG",""
"ZNF783","HGNC:27222","ZNF783","DKFZp667J212",""
"ZNF425","HGNC:20690","ZNF425","",""
"LRRC10B","HGNC:37215","LRRC10B","",""
"FBXO47","HGNC:31969","FBXO47","",""
"C12orf73","HGNC:34450","UQCC6","FLJ13975|DKFZp547P055|BR","C12orf73"
"TRIM13","HGNC:9976","TRIM13","Leu5|RNF77|DLEU5","RFP2"
"ERICH4","HGNC:34497","ERICH4","LOC100170765","C19orf69"
"MS4A13","HGNC:16674","MS4A13","",""
"PRSS1","HGNC:9475","PRSS1","","TRY1"
"SPIRE2","HGNC:30623","SPIRE2","spir-2|KIAA1832",""
"AARD","HGNC:33842","AARD","LOC441376","C8orf85"
"PABPN1L","HGNC:37237","PABPN1L","ePABP2",""
"OR5D16","HGNC:15283","OR5D16","",""
"OR5L2","HGNC:8351","OR5L2","HTPCRX16|HSHTPCRX16",""
"PKHD1L1","HGNC:20313","PKHD1L1","",""
"SLFN12L","HGNC:33920","SLFN12L","",""
"CLLU1OS","HGNC:24070","CLLU1-AS1","","CLLU1OS"
"SLC35B4","HGNC:20584","SLC35B4","FLJ14697|YEA4",""
"LGALS7","HGNC:6568","LGALS7","GAL7|PIG1|TP53I1|LGALS7A",""
"SYCE1L","HGNC:37236","SYCE1L","MRP2",""
"TMEM231","HGNC:37234","TMEM231","FLJ22167|ALYE870|PRO1886|JBTS20|MKS11",""
"FAM71F2","HGNC:27998","GARIN1A","GARI","FAM137B|FAM71F2"
"C2orf91","HGNC:42966","LINC02898","","C2orf91"
"CCNI2","HGNC:33869","CCNI2","FLJ16793",""
"TMEM240","HGNC:25186","TMEM240","","C1orf70|SCA21"
"FRG2","HGNC:19136","FRG2","FRG2A",""
"FAM205A","HGNC:41911","SPATA31F1","C9orf144B","FAM205A"
"CDKL4","HGNC:19287","CDKL4","",""
"TMEM88B","HGNC:37099","TMEM88B","",""
"ACCSL","HGNC:34391","ACCSL","",""
"C4orf47","HGNC:34346","C4orf47","LOC441054",""
"TRIQK","HGNC:27828","TRIQK","DKFZp779L1068|PRO0845|LOC286144","C8orf83"
"SDHAF1","HGNC:33867","SDHAF1","LYRM8",""
"ARID3C","HGNC:21209","ARID3C","",""
"PSENEN","HGNC:30100","PSENEN","PEN2",""
"C11orf91","HGNC:34444","C11orf91","",""
"FABP9","HGNC:3563","FABP9","PERF|T-FABP|PERF15",""
"ZBTB10","HGNC:30953","ZBTB10","RINZF|FLJ12752",""
"C4orf46","HGNC:27320","C4orf46","LOC201725|RCDG1",""
"SCGB2B2","HGNC:27616","SCGB2B2","SCGB4A2","SCGBL"
"CCDC144NL","HGNC:33735","CCDC144NL","MGC87631",""
"LGR4","HGNC:13299","LGR4","","GPR48"
"PSMB10","HGNC:9538","PSMB10","LMP10|MGC1665|beta2i","MECL1"
"VIT","HGNC:12697","VIT","",""
"SPDYE2","HGNC:33841","SPDYE2","MGC119295",""
"E2F4","HGNC:3118","E2F4","E2F-4",""
"PDE7A","HGNC:8791","PDE7A","HCP1",""
"TMEM170B","HGNC:34244","TMEM170B","",""
"MUC12","HGNC:7510","MUC12","","MUC11"
"CTXN3","HGNC:31110","CTXN3","",""
"MGAT4D","HGNC:43619","MGAT4D","GnT1IP",""
"SNX2","HGNC:11173","SNX2","",""
"SAP25","HGNC:41908","SAP25","FLJ00248",""
"NT5M","HGNC:15769","NT5M","dNT-2|dNT2|mdN",""
"SARNP","HGNC:24432","SARNP","THO1|Hcc-1|CIP29",""
"OR6C68","HGNC:31297","OR6C68","",""
"OR6C65","HGNC:31295","OR6C65","",""
"OR6C3","HGNC:15437","OR6C3","OST709",""
"OR6C1","HGNC:8355","OR6C1","OST267",""
"ADGRG1","HGNC:4512","ADGRG1","TM7LN4|TM7XN1","GPR56"
"IPO7","HGNC:9852","IPO7","Imp7","RANBP7"
"PRR13","HGNC:24528","PRR13","FLJ23818|DKFZP564J157",""
"TECPR1","HGNC:22214","TECPR1","DKFZP434B0335|FLJ23419|FLJ90593|KIAA1358",""
"MT1H","HGNC:7400","MT1H","","MT1"
"SLCO6A1","HGNC:23613","SLCO6A1","OATP6A1|OATPY|MGC26949|CT48",""
"MT1A","HGNC:7393","MT1A","","MT1|MT1S"
"INSYN1","HGNC:33753","INSYN1","MGC131524|LOC388135","C15orf59"
"MT1M","HGNC:14296","MT1M","","MT1|MT1K"
"CFI","HGNC:5394","CFI","FI|C3b-INA|KAF","IF"
"OR52E6","HGNC:15215","OR52E6","",""
"SAMD9","HGNC:1348","SAMD9","KIAA2004|FLJ20073","C7orf5"
"KRT6A","HGNC:6443","KRT6A","CK6C|K6C|CK6D|K6D","KRT6C|KRT6D"
"CNEP1R1","HGNC:26759","CNEP1R1","FLJ38101|NEP1-R1","C16orf69|TMEM188"
"KRT81","HGNC:6458","KRT81","Hb-1","KRTHB1"
"EXOC3L4","HGNC:20120","EXOC3L4","","C14orf73"
"KRTAP12.3","HGNC:20531","KRTAP12-3","KRTAP12.3",""
"IZUMO3","HGNC:31421","IZUMO3","bA20A20.1","C9orf134"
"KRTAP10.2","HGNC:22967","KRTAP10-2","KAP10.2|KAP18.2","KRTAP18-2"
"TP53TG3D","HGNC:44657","TP53TG3D","",""
"TP53TG3C","HGNC:42962","TP53TG3C","",""
"ATP6AP1L","HGNC:28091","ATP6AP1L","",""
"CCDC85C","HGNC:35459","CCDC85C","",""
"OR52J3","HGNC:14799","OR52J3","",""
"OR51A2","HGNC:14764","OR51A2","",""
"OR51A4","HGNC:14795","OR51A4","",""
"C2CD4B","HGNC:33628","C2CD4B","NLF2","FAM148B"
"RGL3","HGNC:30282","RGL3","FLJ32585",""
"NAP1L4","HGNC:7640","NAP1L4","NAP2",""
"TMSB4X","HGNC:11881","TMSB4X","TB4X","TMSB4"
"TMEM256","HGNC:28618","TMEM256","MGC40107","C17orf61"
"C9orf92","HGNC:19054","LINC03041","Em:AL513424.1","C9orf92"
"CPT1B","HGNC:2329","CPT1B","M-CPT1|CPT1-M",""
"SMN2","HGNC:11118","SMN2","BCD541|SMNC|GEMIN1|TDRD16B",""
"SERF1B","HGNC:10756","SERF1B","FAM2B|H4F5C",""
"HMGN1","HGNC:4984","HMGN1","FLJ27265|FLJ31471|MGC104230|MGC117425","HMG14"
"MUC19","HGNC:14362","MUC19","FLJ35746",""
"DENND6B","HGNC:32690","DENND6B","MGC33692|AFI1B","FAM116B"
"EIF3CL","HGNC:26347","EIF3CL","",""
"LCMT1","HGNC:17557","LCMT1","CGI-68|PPMT1",""
"MFSD2B","HGNC:37207","MFSD2B","SLC59A2",""
"VCX3B","HGNC:31838","VCX3B","VCX-C",""
"CDPF1","HGNC:33710","CDPF1","LOC150383","C22orf40"
"HTN3","HGNC:5284","HTN3","HIS2",""
"LIN52","HGNC:19856","LIN52","","C14orf46"
"ARSH","HGNC:32488","ARSH","",""
"ACOT6","HGNC:33159","ACOT6","","C14orf42"
"SMIM11A","HGNC:1293","SMIM11","","C21orf51|FAM165B|SMIM11A"
"TECRL","HGNC:27365","TECRL","GPSN2L|SRD5A2L2|DKFZp313D0829|DKFZp313B2333|TERL",""
"DPF3","HGNC:17427","DPF3","cer-d4|Cerd4|FLJ14079|BAF45c|SMARCG3",""
"MANSC4","HGNC:40023","MANSC4","",""
"CYP2D7","HGNC:2624","CYP2D7","","CYP2D|CYP2D@|CYP2D7P1|CYP2D7P"
"ETFRF1","HGNC:27052","ETFRF1","","LYRM5"
"C17orf107","HGNC:37238","C17orf107","",""
"MBD3L4","HGNC:37206","MBD3L4","",""
"ITSN1","HGNC:6183","ITSN1","SH3P17|MGC134948|MGC134949","SH3D1A|ITSN"
"ITPRIPL2","HGNC:27257","ITPRIPL2","FLJ22994|MGC126798|MGC126800|LOC162073",""
"DENND1C","HGNC:26225","DENND1C","FLJ22757","FAM31C"
"SLCO1B7","HGNC:32934","SLCO1B7","LST3|SLC21A21",""
"CRLF2","HGNC:14281","CRLF2","CRL2|TSLPR",""
"CRYZL1","HGNC:2420","CRYZL1","QOH-1|4P11",""
"C5orf51","HGNC:27750","RIMOC1","LOC285636","C5orf51"
"GAGE1","HGNC:4098","GAGE1","CT4.1",""
"ARRDC5","HGNC:31407","ARRDC5","",""
"CYS1","HGNC:18525","CYS1","",""
"PLPP6","HGNC:23682","PLPP6","FLJ90191|FLJ46512|PDP1","PPAPDC2"
"KLRC2","HGNC:6375","KLRC2","NKG2-C|CD159c|NKG2C",""
"KLRC3","HGNC:6376","KLRC3","NKG2-E",""
"C16orf96","HGNC:40031","C16orf96","",""
"GMNC","HGNC:40049","GMNC","GEMC1",""
"TTC23L","HGNC:26355","TTC23L","FLJ25439",""
"CLEC6A","HGNC:14556","CLEC6A","dectin-2|hDECTIN-2","CLECSF10"
"C22orf42","HGNC:27160","C22orf42","",""
"NANOGNB","HGNC:24958","NANOGNB","",""
"LRRC72","HGNC:42972","LRRC72","CFAP279|FAP279",""
"C1QTNF9B","HGNC:34072","C1QTNF9B","CTRP9B",""
"KRTAP5.6","HGNC:23600","KRTAP5-6","KRTAP5.6",""
"KRTAP5.2","HGNC:23597","KRTAP5-2","KRTAP5.2|KRTAP5-8",""
"KRTAP5.1","HGNC:23596","KRTAP5-1","KRTAP5.1","KRN1L"
"DEFB134","HGNC:32399","DEFB134","",""
"DEFB135","HGNC:32400","DEFB135","",""
"DEFB136","HGNC:34433","DEFB136","DEFB137",""
"BHLHA9","HGNC:35126","BHLHA9","BHLHF42",""
"ZNF316","HGNC:13843","ZNF316","MZF-3|ENST00000305834",""
"DAZ4","HGNC:15966","DAZ4","",""
"ONECUT3","HGNC:13399","ONECUT3","",""
"CEMP1","HGNC:32553","CEMP1","CP-23",""
"OLIG2","HGNC:9398","OLIG2","RACK17|OLIGO2|bHLHe19","PRKCBP2|BHLHB1"
"C21orf62","HGNC:1305","C21orf62","B37|PRED81","C21orf120"
"RNPS1","HGNC:10080","RNPS1","",""
"DAZ2","HGNC:15964","DAZ2","pDP1678|MGC126442",""
"NYNRIN","HGNC:20165","NYNRIN","FLJ11811|CGIN1","KIAA1305"
"DNAJC19","HGNC:30528","DNAJC19","TIMM14|Tim14|Pam18",""
"IFITM5","HGNC:16644","IFITM5","fragilis4|Hrmp1|BRIL|DSPA1",""
"SMIM21","HGNC:27598","SMIM21","","C18orf62"
"C18orf63","HGNC:40037","C18orf63","DKFZP781G0119",""
"DEFA1","HGNC:2761","DEFA1","HNP-1","DEF1|MRS|DEFA2"
"DOK6","HGNC:28301","DOK6","MGC20785|HsT3226","DOK5L"
"JPT2","HGNC:14137","JPT2","FLJ13092|L11|KIAA1426","C16orf34|HN1L"
"TMEM211","HGNC:33725","LHFPL7","bA9F11.1","TMEM211"
"SERPINB11","HGNC:14221","SERPINB11","",""
"SERPINB4","HGNC:10570","SERPINB4","PI11|LEUPIN|SCCA-2|SCCA1","SCCA2"
"SERPINB5","HGNC:8949","SERPINB5","maspin","PI5"
"ZDHHC11B","HGNC:32962","ZDHHC11B","",""
"KRTAP19.8","HGNC:33898","KRTAP19-8","",""
"KRTAP22.2","HGNC:37091","KRTAP22-2","KAP22.2",""
"KRTAP27.1","HGNC:33864","KRTAP27-1","",""
"CFAP99","HGNC:51180","CFAP99","",""
"GOLGA8O","HGNC:44406","GOLGA8O","",""
"TMEM191C","HGNC:33601","TMEM191C","",""
"RNASE13","HGNC:25285","RNASE13","RAL1",""
"HBA1","HGNC:4823","HBA1","HBA-T3",""
"HBM","HGNC:4826","HBM","HBK","HBAP2"
"ELOA2","HGNC:30771","ELOA2","HsT832|TCEB3L","TCEB3B"
"ATP10A","HGNC:13542","ATP10A","ATPVA|ATPVC|KIAA0566","ATP10C"
"ANKUB1","HGNC:29642","ANKUB1","","C3orf16"
"TSSK2","HGNC:11401","TSSK2","SPOGA2|FLJ38613","STK22B"
"PRR23A","HGNC:37172","PRR23A","",""
"FOXL2NB","HGNC:34428","FOXL2NB","FLJ43329","C3orf72"
"COL6A6","HGNC:27023","COL6A6","",""
"RAB12","HGNC:31332","RAB12","",""
"LRRC30","HGNC:30219","LRRC30","",""
"TMEM200C","HGNC:37208","TMEM200C","TTMA",""
"OR10C1","HGNC:8165","OR10C1","hs6M1-17|OR10C1P","OR10C2"
"HLA.A","HGNC:4931","HLA-A","",""
"HACD2","HGNC:9640","HACD2","","PTPLB"
"CFAP44","HGNC:25631","CFAP44","FLJ11142","WDR52"
"CD200R1L","HGNC:24665","CD200R1L","CD200RLa|CD200R2",""
"LNP1","HGNC:28014","LNP1","NP3",""
"OR5K3","HGNC:31290","OR5K3","",""
"VGLL3","HGNC:24327","VGLL3","VGL-3",""
"PRSS50","HGNC:17910","PRSS50","TSP50|CT20",""
"TRIM71","HGNC:32669","TRIM71","LIN41|LIN-41",""
"ZCWPW2","HGNC:23574","ZCWPW2","ZCW2",""
"ANKRD28","HGNC:29024","ANKRD28","KIAA0379|PITK|PP6-ARS-A|PPP1R65|FAP79|CFAP79",""
"COLQ","HGNC:2226","COLQ","EAD",""
"METTL6","HGNC:28343","METTL6","MGC24132",""
"XKR4","HGNC:29394","XKR4","KIAA1889",""
"GPX3","HGNC:4555","GPX3","",""
"DIO2","HGNC:2884","DIO2","TXDI2|SelY|SELENOY",""
"SELENOH","HGNC:18251","SELENOH","SELH","C11orf31"
"DIO1","HGNC:2883","DIO1","","TXDI1"
"AKR7L","HGNC:24056","AKR7L","AFAR3",""
"STK38L","HGNC:17848","STK38L","KIAA0965|NDR2",""
"SACM1L","HGNC:17059","SACM1L","SAC1|KIAA0851",""
"TSN","HGNC:12379","TSN","TRSLN|BCLF-1|REHF-1",""
"SLC48A1","HGNC:26035","SLC48A1","FLJ20489|hHRG-1|HRG1",""
"TSSK1B","HGNC:14968","TSSK1B","SPOGA4|FKSG81","STK22D|TSSK1"
"PRR22","HGNC:28354","PRR22","MGC24975",""
"TAS2R19","HGNC:19108","TAS2R19","T2R19|T2R23","TAS2R48|TAS2R23"
"TAS2R50","HGNC:18882","TAS2R50","T2R51",""
"TAS2R14","HGNC:14920","TAS2R14","T2R14|TRB1",""
"TAS2R13","HGNC:14919","TAS2R13","T2R13|TRB3",""
"KRTAP16.1","HGNC:18916","KRTAP16-1","KAP16.1",""
"KRTAP29.1","HGNC:34211","KRTAP29-1","KAP29.2",""
"KRTAP9.6","HGNC:18914","KRTAP9-6","KAP9.6","KRTAP9L2"
"CTAGE1","HGNC:24346","CTAGE1","cTAGE-1|cTAGE-2|CTAGE|CT21.1|CT21.2",""
"C17orf51","HGNC:27904","LINC02693","FLJ12977|FLJ31874|FLJ33618","C17orf51"
"KRTAP4.11","HGNC:18911","KRTAP4-11","KAP4.11|KAP4.14","KRTAP4-14"
"KRTAP4.9","HGNC:18910","KRTAP4-9","KAP4.9",""
"KRTAP2.3","HGNC:18906","KRTAP2-3","KAP2.3",""
"KRTAP2.1","HGNC:16775","KRTAP2-1","KAP2.1A",""
"RTL8B","HGNC:33156","RTL8B","MAR8B|CXX1c|SIRH4","FAM127C"
"OR2A42","HGNC:31230","OR2A42","",""
"RNF208","HGNC:25420","RNF208","DKFZP761H1710",""
"KRTAP3.3","HGNC:18890","KRTAP3-3","KAP3.3",""
"KRTAP3.2","HGNC:16779","KRTAP3-2","KAP3.2",""
"KRTAP3.1","HGNC:16778","KRTAP3-1","KAP3.1",""
"MT.ND4L","HGNC:7460","MT-ND4L","ND4L|NAD4L","MTND4L"
"MAP10","HGNC:29265","MAP10","MTR120","KIAA1383"
"KRTAP12.4","HGNC:20532","KRTAP12-4","KRTAP12.4",""
"KRTAP10.3","HGNC:22968","KRTAP10-3","KAP10.3|KAP18.3","KRTAP18-3"
"KRTAP6.3","HGNC:18933","KRTAP6-3","KAP6.3",""
"POU5F1B","HGNC:9223","POU5F1B","OTF3C","OTF3P1|POU5F1P1"
"ZNF580","HGNC:29473","ZNF580","",""
"ZNF611","HGNC:28766","ZNF611","MGC5384",""
"KLK9","HGNC:6370","KLK9","KLK-L3",""
"SYT3","HGNC:11511","SYT3","",""
"NUP62","HGNC:8066","NUP62","p62|DKFZp547L134|IBSN|SNDI|MGC841|FLJ20822|FLJ43869",""
"SPHAR","HGNC:16957","SPHAR","",""
"CGB8","HGNC:16453","CGB8","",""
"DENND1B","HGNC:28404","DENND1B","MGC27044|FLJ20054","FAM31B|C1orf218"
"SFT2D2","HGNC:25140","SFT2D2","UNQ512|dJ747L4.C1.2",""
"FGFR1OP","HGNC:17012","CEP43","FOP","FGFR1OP"
"SCAF8","HGNC:20959","SCAF8","KIAA1116","RBM16"
"CFAP45","HGNC:17229","CFAP45","NESG1","CCDC19"
"ACKR1","HGNC:4035","ACKR1","CCBP1|GPD|Dfy|CD234","FY|DARC"
"ZNF254","HGNC:13047","ZNF254","HD-ZNF1|BMZF-5","ZNF91L|ZNF539"
"TCTEX1D2","HGNC:28482","DYNLT2B","MGC33212","TCTEX1D2"
"CRYGS","HGNC:2417","CRYGS","","CRYG8"
"CRIP1","HGNC:2360","CRIP1","CRIP",""
"KLHL23","HGNC:27506","KLHL23","MGC2610|FLJ37812|MGC22679",""
"LINGO4","HGNC:31814","LINGO4","","LRRN6D"
"FAM24B","HGNC:23475","FAM24B","MGC45962|AC073585.2",""
"TRIM59","HGNC:30834","TRIM59","TSBF1|Mrf1|RNF104","TRIM57"
"MLLT11","HGNC:16997","MLLT11","AF1Q",""
"ASIC3","HGNC:101","ASIC3","TNaC1|DRASIC","ACCN3"
"GIMAP1","HGNC:23237","GIMAP1","HIMAP1|IMAP38|IMAP1|IAN2",""
"CCDC183","HGNC:28236","CCDC183","MGC15438|bA216L13.7","KIAA1984"
"ARHGEF35","HGNC:33846","ARHGEF35","FLJ43692|CTAGE4","ARHGEF5L"
"OR2F1","HGNC:8246","OR2F1","OLF3|OR7-140|OR7-139|OR14-60","OR2F4|OR2F5|OR2F3|OR2F3P"
"CSH2","HGNC:2441","CSH2","hCS-B|CSB|CS-2",""
"DNLZ","HGNC:33879","DNLZ","RP11-413M3.2|ZIM17|bA413M3.2|TIMM15|HEP","C9orf151"
"TCL1B","HGNC:11649","TCL1B","TML1",""
"SUPT4H1","HGNC:11467","SUPT4H1","SPT4H|Spt4|Supt4a","SUPT4H"
"TSGA13","HGNC:12369","TSGA13","",""
"NRAS","HGNC:7989","NRAS","N-ras",""
"LTC4S","HGNC:6719","LTC4S","MGC33147",""
"ANKRD39","HGNC:28640","ANKRD39","MGC41816",""
"QTRT1","HGNC:23797","QTRT1","TGT",""
"CHUK","HGNC:1974","CHUK","IKK1|IKK-alpha|IkBKA|NFKBIKA|IKKA","TCF16"
"MXD3","HGNC:14008","MXD3","MAD3|bHLHc13",""
"GSTM2","HGNC:4634","GSTM2","GST4",""
"COG8","HGNC:18623","COG8","FLJ22315|DOR1",""
